ChasePersonalCredit,,1/8/17,,SVM*American Hm Shld,Home Maintenance,-62.66,
BusinessChecking,,1/9/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
BusinessSparkVisa,,1/9/17,,COSTCO WHSE #0204 FAIRFAX VA x2030 USA,Business Miscellaneous,-50.82,
BusinessSparkVisa,,1/9/17,,WM SUPERCENTER #2015 FAIRFAX VA x2033 USA,General Merchandise,-37.4,
ChasePersonalCredit,,1/9/17,,WAL-MART #2015,Gifts,-19.83,
ChasePersonalCredit,,1/9/17,,COSTCO WHSE #0204,Groceries,-75.46,
ChasePersonalCredit,,1/9/17,,Larmour Chiropractic,Healthcare/Medical,-40,
PersonalChecking,,1/9/17,,CHASE            EPAY       ***********3821,Credit Card Payments,-6625.25,
BusinessSparkVisa,,1/12/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
PersonalChecking,,1/13/17,,USAA FUNDS TRANSFER CR,Rent,400,
PersonalChecking,,1/13/17,,USAA FUNDS TRANSFER DB,Rent,-200,
PersonalChecking,,1/13/17,,DEPOSIT@MOBILE,Transfers,5166,
USAACredit,,1/13/17,,COSTCO GAS #0204         FAIRFAX      VA,Gasoline/Fuel,-24.44,
Cash,,1/15/17,,Garage Sale - PS3 and Games,Other Income,80,
ChasePersonalCredit,,1/15/17,,COSTCO WHSE #0204,Groceries,-9.2,
ChasePersonalCredit,,1/15/17,,SAFEWAY STORExxxx4316,Groceries,-42.12,
ChasePersonalCredit,,1/15/17,,WHOLEFDS FRL x0223,Groceries,-59.44,
ChasePersonalCredit,,1/15/17,,DR MAHNAZ MOMENI,Healthcare/Medical,-30,
ChasePersonalCredit,,1/15/17,,APL* ITUNES.COM/BILL,Online Services,-3.99,
ChasePersonalCredit,,1/15/17,,AT&amp;T*BILL PAYMENT,Telephone Services,-70.81,
BusinessSparkVisa,,1/16/17,,COSTCO WHSE #0204 FAIRFAX VA x2030 USA,Business Miscellaneous,10.59,
BusinessSparkVisa,,1/16/17,,Amazon Digital Svcs xxx-xxx-1072 WA x8109 USA,Entertainment,-49.99,
ChasePersonalCredit,,1/16/17,,Larmour Chiropractic,Healthcare/Medical,-40,
Costco,,1/16/17,,AUTOPAY 9xxxxxxxxxx0060RAUTOPAY AUTO-PMT,Credit Card Payments,326.2,
BusinessChecking,,1/17/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
BusinessChecking,,1/17/17,2016 Expense Reimbursement,Paid Check,Transfers,-5166,
BusinessSparkVisa,,1/17/17,,WAL-MART #5880 FAIRFAX VA x2030 USA,Business Miscellaneous,26.86,
ChasePersonalCredit,,1/17/17,,VERIZON*RECURRING PAY,Telephone Services,-81.13,
JointChecking,,1/17/17,Annual Dog Tag Tax,CHECK # 0xxxxx1257,Pets/Pet Care,-20,
PersonalChecking,,1/17/17,,CITI AUTOPAY     PAYMENT    ***********4938,Credit Card Payments,-326.2,
PersonalChecking,,1/17/17,,INTEREST PAID,Interest,0.12,
PersonalChecking,,1/17/17,,VANGUARD BUY     INVESTMENT ***********1925,Retirement Contributions,-541.66,
BusinessSparkVisa,,1/18/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,1/18/17,,SAFEWAY STORExxxx0022,Groceries,-16.69,
BusinessSparkVisa,,1/19/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
BusinessSparkVisa,,1/19/17,,SP * TWENTY ONE TOYS xxxxxx4669 ON x0000 CAN,Training,-257.37,
ChasePersonalCredit,,1/19/17,,SQ *BOURBON COFFEE WISCON,Restaurants/Dining,-2.75,
BusinessChecking,,1/20/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,2880,
BusinessSparkVisa,,1/20/17,,CAPITAL ONE AUTOPAY PYMT AuthDate 25-D EC AuthDate 25-D EC,Credit Card Payments,818.38,
ChasePersonalCredit,,1/20/17,,THE HOME DEPOT #4601,Home Improvement,-16500,
ChasePersonalCredit,,1/20/17,,CAVA MEZZE GRILL TENLEYT,Restaurants/Dining,-10.31,
Paypal,,1/21/17,,Airbnb Payments Inc.,Other Income,177,
Cash,,1/22/17,,Garage Sale - 2 by 5 wood pieces,Other Income,15,
ChasePersonalCredit,,1/22/17,,WHOLEFDS FRL x0223,Groceries,-43.45,
ChasePersonalCredit,,1/22/17,,USAA INSURANCE PYMT,Insurance,-310.32,
BusinessChecking,,1/23/17,,ACH Withdrawal CAPITAL ONE CRCARDPMT ...1018ANDREA ...2628,Credit Card Payments,-818.38,
ChasePersonalCredit,,1/23/17,,AVEDA EC#902,Personal Care,-117.06,
JointChecking,,1/23/17,,PETSMART # xxxx9528 MAIN FAIRFAX      VA,Pets/Pet Care,-114,
PersonalChecking,,1/23/17,,CHECK # 0xxxxx1023,Cleaner,-150,
PersonalChecking,,1/23/17,,CAPITAL1 VERIFY  TRIALCREDT ***********7571,Transfers,0.44,
PersonalChecking,,1/23/17,,CAPITAL1 VERIFY  TRIALCREDT ***********7573,Transfers,0.27,
PersonalChecking,,1/23/17,,CAPITAL1 VERIFY  TRIALDEBIT ***********7575,Transfers,-0.71,
BusinessSparkVisa,,1/24/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,1/24/17,,COSTCO GAS #0204,Gasoline/Fuel,-23.2,
ChasePersonalCredit,,1/24/17,,COSTCO WHSE #0204,Groceries,-49.72,
ChasePersonalCredit,,1/24/17,,BROW ART 23 - FAIR OAK,Personal Care,-14,
BusinessChecking,,1/25/17,,Recur Debit Card Purchase GOOGLE *Domains xxx-xxx-5538 CA,Online Services,-5,
BusinessSparkVisa,,1/25/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
JointChecking,,1/25/17,,CLIFTON-CENTR ANIMAL C   CENTREVILLE  VA,Pets/Pet Care,-50,
BusinessSparkVisa,,1/26/17,,FEDEXOFFICE xxxx8218 VIENNA VA x2182 USA,Office Supplies,-18.95,
BusinessSparkVisa,,1/26/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
JointChecking,,1/26/17,,INTEREST PAID,Interest,0.14,
BusinessSparkVisa,,1/27/17,,WPCHRG.COM 22ANBQ1R9D xxx-xxx-3049 CA x4110 USA,Online Services,-99,
ChasePersonalCredit,,1/27/17,,SAFEWAY STORExxxx4316,Groceries,-29.53,
PersonalChecking,,1/27/17,,DEPOSIT@MOBILE,Transfers,20000,
PersonalChecking,,1/27/17,,NOVEC            ONLINE PMT ***********3POS,Utilities,-824.63,
ChasePersonalCredit,,1/29/17,,COSTCO WHSE #0204,Groceries,-50.51,
BusinessChecking,,1/30/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,1920,
BusinessChecking,,1/30/17,,ACH Withdrawal VANGUARD BUY INVESTMENT ANDREA M CHIOU ...0930,Retirement Contributions,-2500,
BusinessChecking,,1/30/17,Transfer Business to Personal,Paid Check,Transfers,-20000,
ChasePersonalCredit,,1/30/17,,DELTA DENTAL OF VIRGIN,Health Insurance Premium,-22.5,
ChasePersonalCredit,,1/31/17,,AMERICAN CIVIL LIBERTIES,Charitable Giving,-50,
BusinessSparkVisa,,2/1/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/1/17,,ARBONNE INTERNATIONAL,Personal Care,-145.17,
BusinessSparkVisa,,2/2/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/2/17,,COSTCO GAS #0204,Gasoline/Fuel,-23.33,
BusinessChecking,,2/3/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,3840,
BusinessChecking,,2/3/17,Mobile Deposit - Steve Clanton CL Coaching,Mobile Deposit,Other Income,800,
JointChecking,,2/3/17,,ACARIAHEALTH PHARMACY    ORLANDO      FL,Pets/Pet Care,-65,
PersonalChecking,,2/3/17,,FCWA             ONLINE PMT ***********3POS,Utilities,-47.62,
ChasePersonalCredit,,2/5/17,,SAFEWAY STORExxxx4316,Groceries,-6.64,
ChasePersonalCredit,,2/5/17,,WHOLEFDS FRL x0223,Groceries,-46.37,
ChasePersonalCredit,,2/5/17,,Larmour Chiropractic,Healthcare/Medical,-184,
ChasePersonalCredit,,2/5/17,,TWINS ACE HDWE,Home Improvement,-7.41,
ChasePersonalCredit,,2/6/17,,WEGMANS # 016,Groceries,-43.59,
ChasePersonalCredit,,2/6/17,,APL* ITUNES.COM/BILL,Online Services,-0.99,
JointChecking,,2/6/17,,TJMAXX #0228             FAIRFAX      VA,General Merchandise,-27.54,
JointChecking,,2/6/17,,PENDER VETERINARY CENT   FAIRFAX      VA,Pets/Pet Care,-232.03,
JointChecking,,2/6/17,,SAFEWAY  STORExxxx4316   FAIRFAX      VA,Pets/Pet Care,-28.34,
PersonalChecking,,2/6/17,,USAA FUNDS TRANSFER CR,Transfers,200,
BusinessSparkVisa,,2/7/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/7/17,,SVM*American Hm Shld,Home Maintenance,-62.66,
BusinessSparkVisa,,2/8/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
PersonalChecking,,2/8/17,,BENEFITWALLET    HSA-FUND   ***********5973,HSA Funding and Reimb,-1000,
ChasePersonalCredit,,2/9/17,,COSTCO GAS #0204,Gasoline/Fuel,-23.56,
ChasePersonalCredit,,2/9/17,,COSTCO WHSE #0204,Groceries,-82.17,
ChasePersonalCredit,,2/9/17,,SVM*American Hm Shld,Home Maintenance,-125,
JointChecking,,2/9/17,,PBS-CLIFTON CENTREVILL   CENTREVILLE  VA,Pets/Pet Care,-37.36,
BusinessSparkVisa,,2/10/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/10/17,,WHOLEFDS FRL x0223,Groceries,-29.52,
ChasePersonalCredit,,2/10/17,,SWEETGREEN RTN,Restaurants/Dining,-10.49,
PersonalChecking,,2/10/17,,IRS              USATAXPYMT ***********5691,Taxes,-10500,
ChasePersonalCredit,,2/12/17,,UNIVERSITY MALL THEATRES,Entertainment,-10,
ChasePersonalCredit,,2/12/17,,TWINS ACE HDWE,Home Improvement,-106.46,
BusinessChecking,,2/13/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
ChasePersonalCredit,,2/13/17,,COSTCO WHSE #0204,Groceries,-36.66,
ChasePersonalCredit,,2/13/17,,WHOLEFDS FRL x0223,Groceries,-93.12,
JointChecking,,2/13/17,,CLIFTON-CENTR ANIMAL C   CENTREVILLE  VA,Pets/Pet Care,-96.46,
ChasePersonalCredit,,2/14/17,,AUTOMATIC PAYMENT - THANK,Credit Card Payments,534.64,
ChasePersonalCredit,,2/14/17,,THE HOME DEPOT #4601,Home Improvement,-131.18,
ChasePersonalCredit,,2/14/17,,AT&amp;T*BILL PAYMENT,Telephone Services,-55.77,
PersonalChecking,,2/14/17,,INTEREST PAID,Interest,0.18,
PersonalChecking,,2/14/17,,DEPOSIT@MOBILE,Transfers,15000,
BusinessChecking,,2/15/17,,Paid Check,Transfers,-15000,
BusinessSparkVisa,,2/15/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/15/17,,THE HOME DEPOT #4601,Home Improvement,31.77,
ChasePersonalCredit,,2/15/17,,THE HOME DEPOT #4601,Home Improvement,-29.13,
ChasePersonalCredit,,2/15/17,,SUROVELL ISAACS PETERSEN,Other Expenses,-148.5,
PersonalChecking,,2/15/17,,CHASE            AUTOPAY    ***********7276,Credit Card Payments,-534.64,
ChasePersonalCredit,,2/16/17,,VERIZON*RECURRING PAY,Telephone Services,-81.13,
Costco,,2/16/17,,AUTOPAY 9xxxxxxxxxx0060RAUTOPAY AUTO-PMT,Credit Card Payments,180.93,
PersonalChecking,,2/16/17,,VANGUARD BUY     INVESTMENT ***********1925,Retirement Contributions,-541.66,
BusinessSparkVisa,,2/17/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/17/17,,AMERICAN CIVIL LIBERTIES,Charitable Giving,-50,
ChasePersonalCredit,,2/17/17,,Payment Thank You - Web,Credit Card Payments,16500,
PersonalChecking,,2/17/17,,CITI AUTOPAY     PAYMENT    ***********2064,Credit Card Payments,-180.93,
BusinessSparkVisa,,2/18/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,2/19/17,,COSTCO GAS #0204,Gasoline/Fuel,-24.71,
BusinessSparkVisa,,2/20/17,,CAPITAL ONE AUTOPAY PYMT AuthDate 25-J AN AuthDate 25-J AN,Credit Card Payments,603.88,
ChasePersonalCredit,,2/20/17,,COSTCO WHSE #0204,Groceries,-69.45,
ChasePersonalCredit,,2/20/17,,WHOLEFDS FRL x0223,Groceries,-46.7,
BusinessChecking,,2/21/17,,ACH Withdrawal CAPITAL ONE CRCARDPMT ...1018ANDREA ...5089,Credit Card Payments,-603.88,
ChasePersonalCredit,,2/21/17,,THE HOME DEPOT #4601,Home Improvement,-28.44,
PersonalChecking,,2/21/17,,CHASE            EPAY       ***********4194,Credit Card Payments,-16500,
ChasePersonalCredit,,2/22/17,,USAA INSURANCE PYMT,Insurance,-310.32,
ChasePersonalCredit,,2/22/17,,BARBER OF SEVILLE,Personal Care,-45,
BusinessSparkVisa,,2/23/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
JointChecking,,2/23/17,,INTEREST PAID,Interest,0.13,
USAACredit,,2/23/17,,AUTOMATIC PAYMENT - THANK YOU,Credit Card Payments,24.44,
PersonalChecking,,2/24/17,,USAA CREDIT CARD PAYMENT    ***********5906,Credit Card Payments,-24.44,
ChasePersonalCredit,,2/26/17,,CAREFIRST BLUECROSS BLUES,Health Insurance Premium,-1558.08,
ChasePersonalCredit,,2/26/17,,TWINS ACE HDWE,Home Improvement,-62.49,
BusinessChecking,,2/27/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
BusinessChecking,,2/27/17,,Debit Card Purchase GOOGLE *Domains g.co/payhelp# CA,Online Services,-24,
BusinessChecking,,2/27/17,,Recur Debit Card Purchase GOOGLE *Domains xxx-xxx-5538 CA,Online Services,-0.04,
BusinessChecking,,2/27/17,,Recur Debit Card Purchase GOOGLE *Domains xxx-xxx-5538 CA,Online Services,-5,
BusinessSparkVisa,,2/27/17,,AMAZON.COM AMZN.COM/BILL AMZN.COM/BILL WA x8109 USA,Books related to work,-24.56,
ChasePersonalCredit,,2/27/17,,COSTCO WHSE #0204,Groceries,-45.84,
PersonalChecking,,2/27/17,,CHECK # 0xxxxx1030,Cleaner,-150,
PersonalChecking,,2/27/17,,BENEFITWALLET    CLAIMS     ***********5973,HSA Funding and Reimb,264,
BusinessChecking,,2/28/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
ChasePersonalCredit,,2/28/17,,COSTCO GAS #0204,Gasoline/Fuel,-22.2,
ChasePersonalCredit,,2/28/17,,WHOLEFDS FRL x0223,Groceries,-2.57,
ChasePersonalCredit,,2/28/17,,WHOLEFDS FRL x0223,Groceries,-51.33,
BusinessSparkVisa,,3/1/17,,SULLIVANS WASHINGTON DC x0016 USA,Office Supplies,-12.67,
BusinessSparkVisa,,3/1/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,3/1/17,,DELTA DENTAL OF VIRGIN,Health Insurance Premium,-22.5,
BusinessChecking,,3/3/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,2880,
Cash,,3/3/17,,Car Wash,Automotive Expenses,-10,
Cash,,3/3/17,,Yard Work,Lawn,-225,
ChasePersonalCredit,,3/5/17,,COSTCO WHSE #0204,Groceries,-16.18,
ChasePersonalCredit,,3/5/17,,WHOLEFDS RES x0061,Groceries,-35.81,
JointChecking,,3/6/17,,CLIFTON-CENTR ANIMAL C   xxx-xxx-8844 VA,Pets/Pet Care,-153.75,
ChasePersonalCredit,,3/7/17,,SAFEWAY STORExxxx0022,Groceries,-26.68,
ChasePersonalCredit,,3/7/17,,SAFEWAY STORExxxx0022,Healthcare/Medical,-11.97,
ChasePersonalCredit,,3/7/17,,SVM*American Hm Shld,Home Maintenance,-62.62,
PersonalChecking,,3/7/17,,BENEFITWALLET    CLAIMS     ***********5973,HSA Funding and Reimb,11.97,
USAACredit,,3/7/17,,USAA FSB-OVERDRAFT       SAN ANTONIO  TX,Transfers,-5000,
ChasePersonalCredit,,3/8/17,,SPROUTPEOPLE,Groceries,-60.98,
ChasePersonalCredit,,3/8/17,,WHOLEFDS FRL x0223,Groceries,-31.68,
PersonalChecking,,3/8/17,,CHECK # 0xxxxx1021,Lawn,-225,
PersonalChecking,,3/8/17,,USAA FUNDS TRANSFER CR,Transfers,5000,
ChasePersonalCredit,,3/9/17,,CAREFIRST BLUECROSS BLUES,Health Insurance Premium,-779.04,
ChasePersonalCredit,,3/9/17,,APL* ITUNES.COM/BILL,Online Services,-0.99,
PersonalChecking,,3/9/17,,USAA CREDIT CARD PAYMENT,Credit Card Payments,-5000,
USAACredit,,3/9/17,,USAA CREDIT CARD PAYMENT SAN ANTONIO  TX,Credit Card Payments,5000,
BusinessSparkVisa,,3/10/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
BusinessSparkVisa,,3/10/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,3/10/17,,COSTCO GAS #0204,Gasoline/Fuel,-21.14,
ChasePersonalCredit,,3/10/17,,STARBUCKS STORE x7703,Restaurants/Dining,-1.4,
PersonalChecking,,3/10/17,,USAA FUNDS TRANSFER CR,Expense Reimbursement,20,
PersonalChecking,,3/10/17,,Eric Rent - Transfer,Other Income,200,
PersonalChecking,,3/10/17,,DEPOSIT@MOBILE,Refunds/Adjustments,98.49,
ChasePersonalCredit,,3/12/17,,H&amp;R BLOCK TAX SOFTWARE,Taxes,-21.15,
BusinessChecking,,3/13/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
ChasePersonalCredit,,3/13/17,,COSTCO WHSE #0204,Groceries,-68.14,
ChasePersonalCredit,,3/13/17,,Larmour Chiropractic,Healthcare/Medical,-91.5,
ChasePersonalCredit,,3/13/17,,TWINS ACE HDWE,Home Improvement,-127.15,
ChasePersonalCredit,,3/13/17,,AT&amp;T*BILL PAYMENT,Telephone Services,-66.59,
PersonalChecking,,3/13/17,,NOVEC            ONLINE PMT ***********3POS,Utilities,-672.25,
ChasePersonalCredit,,3/14/17,,AUTOMATIC PAYMENT - THANK,Credit Card Payments,2241.12,
ChasePersonalCredit,,3/14/17,,WHOLEFDS FRL x0223,Groceries,-18.67,
ChasePersonalCredit,,3/14/17,,DR MAHNAZ MOMENI,Healthcare/Medical,-108.67,
PersonalChecking,,3/15/17,,CHASE CREDIT CRD AUTOPAY    ***********8217,Credit Card Payments,-2241.12,
PersonalChecking,,3/15/17,,AMERICAN DISPOSA ONLINE PMT ***********3POS,Utilities,-90,
BusinessSparkVisa,,3/16/17,INDIEGOGO Kanba Supplies Lego Sticky Strip,INDIEGOGO HTTPSWWW.INDI CA x4103 USA,Business Miscellaneous,-40,
ChasePersonalCredit,,3/16/17,,VERIZON*RECURRING PAY,Telephone Services,-81.13,
PersonalChecking,,3/16/17,,INTEREST PAID,Interest,0.17,
PersonalChecking,,3/16/17,,VANGUARD BUY     INVESTMENT ***********1925,Retirement Contributions,-541.66,
ChasePersonalCredit,,3/17/17,,COSTCO WHSE #0204,Groceries,-15.25,
BusinessSparkVisa,,3/18/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,3/19/17,,AMERICAN CIVIL LIBERTIES,Charitable Giving,-50,
BusinessChecking,,3/20/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
BusinessSparkVisa,,3/20/17,,CAPITAL ONE AUTOPAY PYMT AuthDate 25-F EB AuthDate 25-F EB,Credit Card Payments,321.95,
BusinessSparkVisa,,3/20/17,,AIRBNB * HMYQMPRX9K xxx-xxx-5959 CA x4103 USA,Travel - Lodging,-215,
ChasePersonalCredit,,3/20/17,,SAFEWAY STORExxxx4316,Groceries,-47.7,
ChasePersonalCredit,,3/20/17,,WHOLEFDS FRL x0223,Groceries,-66.25,
BusinessChecking,,3/21/17,,ACH Withdrawal CAPITAL ONE CRCARDPMT ...1018ANDREA ...5230,Credit Card Payments,-321.95,
ChasePersonalCredit,,3/21/17,,COSTCO GAS #0204,Gasoline/Fuel,-20.92,
ChasePersonalCredit,,3/21/17,,USAA INSURANCE PYMT,Insurance,-310.43,
BusinessSparkVisa,,3/25/17,,AMAZON MKTPLACE PMTS AMAZON MKTPLA WA x8109 USA,General Merchandise,-28.33,
BusinessSparkVisa,,3/25/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
Cash,,3/26/17,,Christie's new office chair,Gifts,-10,
BusinessChecking,,3/27/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,3840,
BusinessChecking,,3/27/17,,Recur Debit Card Purchase GOOGLE *Domains xxx-xxx-5538 CA,Online Services,-5,
ChasePersonalCredit,,3/27/17,,MACYS FAIR OAKS,Clothing/Shoes,-35.36,
ChasePersonalCredit,,3/27/17,,COSTCO WHSE #0204,Groceries,-60.93,
ChasePersonalCredit,,3/27/17,,Larmour Chiropractic,Healthcare/Medical,-85.75,
JointChecking,,3/27/17,,INTEREST PAID,Interest,0.14,
BusinessSparkVisa,,3/28/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,3/28/17,,SAFEWAY STORExxxx4316,Groceries,-34.24,
ChasePersonalCredit,,3/28/17,,WHOLEFDS FRL x0223,Groceries,-49.03,
ChasePersonalCredit,,3/28/17,,BROW ART 23 - FAIR OAK,Personal Care,-14,
ChasePersonalCredit,,3/29/17,,DELTA DENTAL OF VIRGIN,Health Insurance Premium,-22.5,
USAACredit,,3/29/17,,Interest on Cash Advances,Interest,-1.75,
BusinessSparkVisa,,3/30/17,,COLONIAL PARKING #367 WASHINGTON DC x0016 USA,Parking,-17,
ChasePersonalCredit,,3/30/17,,COSTCO GAS #0204,Gasoline/Fuel,-23.97,
BusinessChecking,,3/31/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
ChasePersonalCredit,,4/4/17,,EZPASS VIRGINIxxxx0022,Other Transportation,-35,
BusinessSparkVisa,,4/5/17,,PAUL D86 BETHESDA MD x0814 USA,Dining,-26.87,
Cash,,4/5/17,,Sony Noise Cancelling Earphones Fondue Pot Necklace Dragon BVlgari glasses,Other Income,45,
ChasePersonalCredit,,4/5/17,,WHOLEFDS FRL x0223,Groceries,-29.15,
ChasePersonalCredit,,4/6/17,,COSTCO GAS #0204,Gasoline/Fuel,-21.55,
ChasePersonalCredit,,4/6/17,,COSTCO WHSE #0204,Groceries,-25.6,
ChasePersonalCredit,,4/6/17,,APL* ITUNES.COM/BILL,Online Services,-0.99,
ChasePersonalCredit,,4/7/17,,THE HOME DEPOT #4601,Home Improvement,-35,
ChasePersonalCredit,,4/7/17,,AmazonPrime Membership,Online Services,-49,
ChasePersonalCredit,,4/9/17,VIRGINIA CARPET REPAIR - STEAM CL,VIRGINIA CARPET REPAIR,Home Maintenance,-369,
BusinessChecking,,4/10/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
ChasePersonalCredit,,4/10/17,,Larmour Chiropractic,Healthcare/Medical,-201.5,
PersonalChecking,,4/10/17,EDOUARDO CHECK # 0xxxxx1025,CHECK # 0xxxxx1025,Cleaner,-150,
Cash,,4/11/17,,Spool Beds,Other Income,200,
ChasePersonalCredit,,4/11/17,,COSTCO WHSE #0204,Groceries,-113.16,
ChasePersonalCredit,,4/12/17,,WHOLEFDS FRL x0223,Groceries,-42.76,
PersonalChecking,,4/12/17,Richard Callau Lawn service,CHECK # 0xxxxx1029,Lawn,-240,
Cash,,4/13/17,,Dog Crates,Other Income,20,
PersonalChecking,,4/13/17,,NOVEC            ONLINE PMT ***********3POS,Utilities,-477.71,
BusinessChecking,,4/14/17,,ACH deposit BEACON HILL STAF PAYABLES CONNECTIONS AT WORK  L CONNECTIONSATWO,Business Income,4800,
BusinessChecking,,4/14/17,,Paid Check,Transfers,-35000,
Cash,,4/14/17,,Dump Fee,Other Expenses,"-8	",
Cash,,4/14/17,,Thomas Toys,Other Income,"125	",
ChasePersonalCredit,,4/14/17,BURKE CTR EXXON -inspect and oil chg honda,BURKE CENTER EXXON,Automotive Expenses,-56.43,
ChasePersonalCredit,,4/14/17,,AUTOMATIC PAYMENT - THANK,Credit Card Payments,3936.37,
ChasePersonalCredit,,4/14/17,,AT&amp;T*BILL PAYMENT,Telephone Services,-55.77,
