ChaseJointCredit,,1/7/16,,GENETICS AND IVF INST 8 C,Eric - Sperm Storage,-60,
ChaseJointCredit,,1/7/16,,AMERICN HOME SHIELD,Home Maintenance,-62.08,
ChaseJointCredit,,1/7/16,,DNH*GODADDY.COM,Online Services,-15.92,
USAACredit,,1/7/16,,ITALIAN POTTERY OUTLET   SANTA BARBARACA,Gifts,-11.88,
JointChecking,,1/8/16,REVISIT,SANTEON INC      PAYROLL    ***********,Paychecks/Salary,2706.78,
USAACredit,,1/8/16,,EL RANCH MARKETPLACE     PISMO BEACH  CA,Dining,-8.87,
USAACredit,,1/8/16,,STARBUCKS #x5933 PISMO   PISMO BEACH  CA,Dining,-9.65,
USAACredit,,1/8/16,,WPCHRG.COM               xxxxxx3049   CA,Dues and Subscriptions,-99,
USAACredit,,1/9/16,,VENTANA GRILL            PISMO BEACH  CA,Dining,-97.2,
USAACredit,,1/9/16,,STARBUCKS #x5933 PISMO   PISMO BEACH  CA,Dining,-7.4,
ChaseJointCredit,,1/10/16,,DNH*GODADDY.COM,Online Services,15.92,
ChaseJointCredit,,1/10/16,,DNH*GODADDY.COM,Online Services,18.34,
USAACredit,,1/10/16,,PANERA BREAD #3190       ARROYO GRANDECA,Dining,-10.51,
USAACredit,,1/10/16,,STARBUCKS CARD RELOAD    xxx-xxx-7282 WA,Dining,-50,
JointChecking,,1/11/16,Eric Reimbursement,AXA Assistance   EDI PYMNTS ***********6410,Healthcare/Medical,349.72,
USAACredit,,1/11/16,,SQ *MINDSEYE STUDIO      OCEANO       CA,Business Miscellaneous,-1393,
JointChecking,,1/12/16,Eric Reimbursement,AXA Assistance   EDI PYMNTS ***********6728,Healthcare/Medical,441.42,
JointChecking,,1/12/16,,NOVEC            ONLINE PMT ***********3POS,Utilities,-138.86,
JointChecking,,1/12/16,,NOVEC            ONLINE PMT ***********3POS,Utilities,-138.86,
USAACredit,,1/12/16,,EL RANCH MARKETPLACE     PISMO BEACH  CA,Dining,-4.08,
JointChecking,,1/13/16,paystub backed out,USAA FUNDS TRANSFER DB,Transfers,-2760.6,
PersonalChecking,,1/13/16,,USAA FUNDS TRANSFER CR,Transfers,2760.6,
ChaseJointCredit,,1/14/16,,AUTOMATIC PAYMENT - THANK,Credit Card Payments,2706.78,
ChaseJointCredit,,1/14/16,,APL* ITUNES.COM/BILL,Online Services,-1.99,
JointChecking,,1/14/16,,USAA.COM PAY INT PC        ***********8232,Insurance,-923.76,
USAACredit,,1/14/16,,STARBUCKS #x5933 PISMO   PISMO BEACH  CA,Dining,-50,
ChaseJointCredit,,1/15/16,,MICROSOFT *OFFICE 365,Online Services,-6.99,
JointChecking,,1/15/16,Need Andrea's statement,CHASE            AUTOPAY    ***********2167,Credit Card Payments,-2706.78,
PersonalChecking,,1/15/16,,INTEREST PAID,Interest,0.04,
USAACredit,,1/15/16,,7-ELEVEN x5191           GOLETA       CA,Gasoline/Fuel,-3.41,
USAACredit,,1/15/16,,COLLINS MARKET           LOS ALAMOS   CA,Groceries,-37.25,
USAACredit,,1/15/16,,HERTZ RENT-A-CAR         SANTA BARBARACA,Travel,-153.37,
USAACredit,,1/15/16,,OXFORD SUITES            PISMO BEACH  CA,Travel - Lodging,-760.7,
USAACredit,,1/17/16,,EXXONMOBIL    xxxx6829   BURKE        VA,Gasoline/Fuel,-21.75,
ChaseJointCredit,,1/18/16,,USA GASOLINE #x8210,Gasoline/Fuel,-6.68,
ChaseJointCredit,,1/19/16,,SAFEWAY STORExxxx0022,Groceries,-105.67,
ChaseJointCredit,,1/19/16,,SAFEWAY STORExxxx6161,Groceries,-6.14,
ChaseJointCredit,,1/20/16,,AMAZON MKTPLACE PMTS,Books related to work,-6.68,
Costco,,1/20/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-108.11,
USAACredit,,1/20/16,,SAFEWAY  FUEL xxxx6169   FAIRFAX      VA,Gasoline/Fuel,-10.08,
USAACredit,,1/20/16,,TARGET        xxxx0884   RESTON       VA,General Merchandise,-26.9,
USAACredit,,1/20/16,,L'IMAGE SALON AND SPA    FAIRFAX      VA,Personal Care,-65,
JointChecking,,1/21/16,Need Adam's Statement,CHASE            AUTOPAY    ***********4656,Credit Card Payments,-1443.74,
PersonalChecking,,1/21/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,2762.02,
JointChecking,,1/22/16,Dec visit,Andrea phys therapy from 2015,Healthcare/Medical,-30,
JointChecking,,1/22/16,blower for wood stove,Cowherd Electric,Home Maintenance,-318,
USAACredit,,1/22/16,,GATHERING GROUNDS CAFE   FAIRFAX      VA,Restaurants/Dining,-3.71,
ChaseJointCredit,,1/24/16,,GIANT 0767,Groceries,-30.91,
ChaseJointCredit,,1/24/16,,Woodstove Parts of NC,Home Maintenance,183.9,
ChaseJointCredit,,1/24/16,,ACARIAHEALTH PHARMACY,Pets/Pet Care,-65,
USAACredit,,1/25/16,Glasses Frames,KLARNA *OVERSTOCK        xxx-xxx3100  UT,Healthcare/Medical,-152.99,
ChaseJointCredit,,1/26/16,,AMERICN HOME SHIELD,Home Maintenance,-45.42,
JointChecking,,1/26/16,,INTEREST PAID,Interest,0.29,
USAACredit,,1/27/16,Late bill from 2015,ORTHO VIRGINIA INC       FAIRFAX      VA,Healthcare/Medical,-30,
ChaseJointCredit,,1/28/16,#NAME?,Amazon Services-Kindle,Books related to work,-11.99,
Costco,,1/29/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-12.05,
Costco,,1/29/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-166.21,
Costco,,1/29/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-147.99,
USAACredit,,1/31/16,TODO: Business - either Santeon or Connections-At-Work to pay.,PAYPAL *AGILE N.E.       xxxxxx7733   CA,Conference,-299,
ChaseJointCredit,,2/1/16,,Amazon.com,Books related to work,-16.17,
ChaseJointCredit,,2/1/16,,WAL-MART #5880,General Merchandise,-17.92,
Costco,,2/1/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Gasoline/Fuel,-6.12,
Costco,,2/1/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-28.11,
JointChecking,,2/1/16,,DEPOSIT@MOBILE,Investment Income,1800,
JointChecking,,2/1/16,,DEPOSIT@MOBILE,Investment Income,1725,
JointChecking,,2/1/16,,DEPOSIT@MOBILE,Investment Income,100,
USAACredit,,2/1/16,,USPS xxxxxxxxxxxxx4066   FAIRFAX STATIVA,Postage and Shipping,-9.8,
ChaseJointCredit,,2/2/16,,AMAZON MKTPLACE PMTS,Books related to work,-10.94,
ChaseJointCredit,,2/2/16,,AMAZON MKTPLACE PMTS,Books related to work,-24.99,
ChaseJointCredit,,2/2/16,,AMAZON MKTPLACE PMTS,Books related to work,-12.89,
ChaseJointCredit,,2/2/16,,MICROSOFT *OFFICE 365,Online Services,6.99,
ChaseJointCredit,,2/2/16,,H&R BLOCK TAX SOFTWARE,Taxes,-70.94,
Costco,,2/4/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-25.59,
PersonalChecking,,2/4/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,2832.18,
ChaseJointCredit,,2/5/16,,AMERICN HOME SHIELD,Home Maintenance,-45.42,
JointChecking,,2/5/16,,FCWA             ONLINE PMT ***********3POS,Utilities,-45.5,
USAACredit,,2/6/16,don't even read it - probably should try for a refund,DAILYOM.COM              xxxxxx0508   OR,Dues and Subscriptions,-10,
ChaseJointCredit,,2/7/16,,AMERICN HOME SHIELD,Home Maintenance,-62.08,
ChaseJointCredit,,2/7/16,,APL* ITUNES.COM/BILL,Online Services,-0.99,
ChaseJointCredit,,2/7/16,,VIET HOUSE 2,Restaurants/Dining,-16.58,
ChaseJointCredit,,2/8/16,,MEETUP.COM,Online Services,-59.94,
ChaseJointCredit,,2/8/16,,MEETUP.COM,Online Services,59.94,
USAACredit,,2/8/16,Honda,DR WASH                  CHANTILLY    VA,Automotive Expenses,-13,
Costco,,2/9/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-12.22,
Costco,,2/9/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-73.97,
ChaseJointCredit,,2/10/16,,THE HOME DEPOT 4601,Christie - Assistance,-7.97,
ChaseJointCredit,,2/10/16,,THE HOME DEPOT 4601,Christie - Assistance,4.22,
ChaseJointCredit,,2/10/16,,THE HOME DEPOT 4601,Christie - Assistance,-40.7,
ChaseJointCredit,,2/10/16,,SAFEWAY STORExxxx4316,Groceries,-147.56,
JointChecking,,2/11/16,,AMERIGAS         ONLINE PMT ***********3POS,Utilities,-114.78,
USAACredit,,2/11/16,,GATHERING GROUNDS CAFE   FAIRFAX      VA,Restaurants/Dining,-4.24,
ChaseJointCredit,,2/12/16,,GENETICS AND IVF INST 8 C,Eric - Sperm Storage,-60,
USAACredit,,2/12/16,Filters for air conditioner,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,Home Maintenance,-115.78,
Costco,,2/13/16,,AUTOPAY PAYMENT - THANK YOU,Credit Card Payments,410.45,
ChaseJointCredit,,2/14/16,,THE HOME DEPOT 4601,Christie - Assistance,-10.58,
ChaseJointCredit,,2/14/16,,AUTOMATIC PAYMENT - THANK,Credit Card Payments,1649.77,
JointChecking,,2/16/16,to adam I guess,INTERNET WITHDRAWAL,ATM/Cash Withdrawals,-1000,
JointChecking,,2/16/16,Need Andrea's Statement,CHASE            AUTOPAY    ***********2971,Credit Card Payments,-1649.77,
JointChecking,,2/16/16,Need Andrea's Statement,AMEX EPayment    ACH PMT    ***********5818,Credit Card Payments,-410.45,
PersonalChecking,,2/16/16,,INTEREST PAID,Interest,0.12,
JointChecking,,2/17/16,covered time Adam lived in house,NOVEC            ONLINE PMT ***********3POS,Utilities,-352.38,
USAACredit,,2/17/16,,GATHERING GROUNDS CAFE   FAIRFAX      VA,Restaurants/Dining,-6.89,
ChasePersonalCredit,,2/18/16,,CLIFTON-CENTR ANIMAL CLIN,Pets/Pet Care,-75.6,
JointChecking,,2/18/16,Two months worth,CHECK # 0xxxxx1254,Cleaner,-300,
PersonalChecking,,2/18/16,,CHECK # 0xxxxx5001,Healthcare/Medical,-70.25,
USAACredit,,2/18/16,,BARNES&NOBLE.COM-BN      xxx-xxx-2665 NY,Books related to work,-6.1,
USAACredit,,2/18/16,,KITCHENAID PARTS         xxxxxx5462   MI,Home Maintenance,-31.68,
ChasePersonalCredit,,2/19/16,,AMAZON MKTPLACE PMTS,Books related to work,-4,
ChasePersonalCredit,,2/19/16,,PETSMART INC 441,Pets/Pet Care,-54,
JointChecking,,2/19/16,,USAA FUNDS TRANSFER DB,Transfers,-1000,
PersonalChecking,,2/19/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,2762.04,
PersonalChecking,,2/19/16,,USAA FUNDS TRANSFER CR,Transfers,1000,
USAACredit,,2/20/16,nice cashmere and cotton sweater,CHIC ENVY CONSIGNMENT    FAIRFAX      VA,Clothing/Shoes,-44.52,
ChasePersonalCredit,,2/21/16,,SAFEWAY STORExxxx0022,Groceries,-46.21,
USAACredit,,2/21/16,,BROW ART 23 - FAIR OAK   FAIRFAX      VA,Personal Care,-17,
USAACredit,,2/21/16,,BRIO FAIR OAKS           FAIRFAX      VA,Restaurants/Dining,-21,
BusinessChecking,,2/22/16,,Mobile Deposit,Transfers,2000,
JointChecking,,2/22/16,Need Adam's Statement,CHASE            AUTOPAY    ***********7334,Credit Card Payments,-1070.17,
JointChecking,,2/22/16,,USAA.COM PAY INT P&amp;C        ***********8232,Insurance,-439.37,
PersonalChecking,,2/23/16,,CHECK # 0xxxxx1002,Transfers,-2000,
USAACredit,,2/23/16,,AUTOMATIC PAYMENT - THANK YOU,Credit Card Payments,3142.77,
Costco,,2/24/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-11.99,
JointChecking,,2/24/16,,INTEREST PAID,Interest,0.27,
PersonalChecking,,2/24/16,,USAA CREDIT CARD PAYMENT    ***********4470,Credit Card Payments,-3142.77,
BusinessChecking,,2/25/16,,Debit Card Purchase GOOGLE *Domains            g.co/payhelp#  CA,Online Services,-12,
ChasePersonalCredit,,2/25/16,,HOME WARRANTY,Home Maintenance,-45.42,
PersonalChecking,,2/26/16,,business valuation specialist,Divorce,-682.5,
USAACredit,,2/27/16,,CHIC ENVY CONSIGNMENT    FAIRFAX      VA,Clothing/Shoes,-49.2,
USAACredit,,2/27/16,,PRO LABS                 xxx-xxx0550  FL,Healthcare/Medical,-35,
ChasePersonalCredit,,2/28/16,,GENETICS AND IVF INST 8 C,Eric - Sperm Storage,-2340,
ChasePersonalCredit,,2/28/16,,CVS/PHARMACY #x1378,Healthcare/Medical,-12.08,
USAACredit,,2/28/16,,VY NAILS AND SPA         FAIRFAX      VA,Personal Care,-35,
ChasePersonalCredit,,2/29/16,,SAFEWAY STORExxxx0022,Groceries,-62.64,
Costco,,2/29/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-68.61,
JointChecking,,2/29/16,,Alexander Randolph,Taxes,-200,
USAACredit,,2/29/16,,MICROSOFT   *STORE       xxx-xxx-7786 WA,Online Services,-69.99,
USAACredit,,2/29/16,,BROCK AND CO - 314       ROCKVILLE    MD,Restaurants/Dining,-5.62,
USAACredit,,2/29/16,,BROCK AND CO - 314       ROCKVILLE    MD,Restaurants/Dining,-1.38,
JointChecking,,3/2/16,,CHECK # 0xxxxx1255,Pets/Pet Care,-20,
Cash,,3/3/16,,Safeway ,Christie - Assistance,-10,
PersonalChecking,,3/3/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,3399.78,
Costco,,3/4/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-20.45,
JointChecking,,3/4/16,Rental income,DEPOSIT@MOBILE,Investment Income,1800,
PersonalChecking,,3/4/16,,CHECK # 0xxxxx1001,Home - HOA,-500,
ChasePersonalCredit,,3/6/16,,HOME WARRANTY,Home Maintenance,-45.42,
USAACredit,,3/6/16,,APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,Online Services,-0.99,
ChasePersonalCredit,,3/7/16,,HOME WARRANTY,Home Maintenance,-62.12,
Costco,,3/7/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-94.69,
USAACredit,,3/7/16,,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,Books related to work,-17.18,
JointChecking,,3/8/16,returned rental deposit to his own account,CHECK # 0xxxxx1320,Investment Income,-1725,
USAACredit,,3/9/16,,EXXONMOBIL    xxxx7249   FAIRFAX      VA,Gasoline/Fuel,-19.75,
ChasePersonalCredit,,3/10/16,,GIANT 0767,Groceries,-30.83,
JointChecking,,3/10/16,,NOVEC            ONLINE PMT ***********3POS,Utilities,-491.27,
PersonalChecking,,3/11/16,,AMERICAN DISPOSA ONLINE PMT ***********3POS,Utilities,-99,
USAACredit,,3/11/16,,BROCK AND CO - 314       ROCKVILLE    MD,Restaurants/Dining,-6.26,
USAACredit,,3/12/16,,VY NAILS AND SPA         FAIRFAX      VA,Personal Care,-35,
USAACredit,,3/12/16,OR SANTEON,JETBLUE  xxxxxxxxxxxxxx  xxxxxxx2583  WA,Travel,-151.2,
ChasePersonalCredit,,3/13/16,,HIRSCH &amp; EHLENBERGER PC,Divorce,-800,
Costco,,3/13/16,,AUTOPAY PAYMENT - THANK YOU,Credit Card Payments,580.37,
BusinessChecking,,3/14/16,,Mobile Deposit,Transfers,500,
ChasePersonalCredit,,3/14/16,,AUTOMATIC PAYMENT - THANK,Credit Card Payments,901.72,
ChasePersonalCredit,,3/14/16,,H&amp;R BLOCK TAX SOFTWARE,Taxes,-21.15,
JointChecking,,3/14/16,Need Andrea's Statement,AMEX EPayment    ACH PMT    ***********7526,Credit Card Payments,-580.37,
PersonalChecking,,3/14/16,,AT&amp;T MOBILITY    ONLINE PMT ***********3POS,Telephone Services,-64.56,
Cash,,3/15/16,,Nails tips,Personal Care,-10,
Cash,,3/15/16,,Drinks with Anne,Restaurants/Dining,-20,
ChasePersonalCredit,,3/15/16,,SAFEWAY STORExxxx0022,Groceries,-72.79,
Costco,,3/15/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-17.09,
JointChecking,,3/15/16,Need Andrea's Statement,CHASE            AUTOPAY    ***********3507,Credit Card Payments,-901.72,
JointChecking,,3/15/16,,IRS              USATAXPYMT ***********3288,Taxes,-1692,
PersonalChecking,,3/15/16,,CHECK # 0xxxxx1004,Transfers,-500,
PersonalChecking,,3/15/16,,USAA FUNDS TRANSFER DB,Transfers,-100,
ChasePersonalCredit,,3/16/16,,SQ *ANNE EDWARDS  P,Eric Counselling,-155,
ChasePersonalCredit,,3/16/16,,SAFEWAY STORExxxx9562,Groceries,-3.73,
PersonalChecking,,3/16/16,,VERIZON          ONLINE PMT ***********3POS,Cable/Satellite Services,-142.06,
PersonalChecking,,3/16/16,,INTEREST PAID,Interest,0.13,
ChasePersonalCredit,,3/17/16,,ACARIAHEALTH PHARMACY,Pets/Pet Care,-65,
JointChecking,,3/17/16,,VA DEPT TAXATION DD REFUND  ***********4713,Taxes,480,
PersonalChecking,,3/17/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,3399.79,
USAACredit,,3/17/16,,PAYPAL *JOHN JOHN        xxxxxx7733   CA,Groceries,-113.88,
USAACredit,,3/17/16,,POOL PROS  INC.          CHANTILLY    VA,Pool,-1018,
USAACredit,,3/18/16,,LEANPUB                  xxxxxx8017   CD,Books related to work,-7.99,
Costco,,3/19/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-19.72,
ChasePersonalCredit,,3/20/16,,CVS/PHARMACY #x1378,Healthcare/Medical,-14,
JointChecking,,3/21/16,Need Adam's Statement,CHASE            AUTOPAY    ***********7376,Credit Card Payments,-540.53,
PersonalChecking,,3/21/16,,BROW ART 23 - F          FAIRFAX      VA,Personal Care,-15,
Cash,,3/22/16,,Wegmans,Groceries,-22.32,
Cash,,3/22/16,,Luciano - water,Groceries,-1.75,
BusinessSparkVisa,,3/23/16,,APPLE STORE #R221 - cell phone,Business Miscellaneous,-285.14,
ChasePersonalCredit,,3/23/16,,BRUCE W JAY DDS,Healthcare/Medical,-767.36,
PersonalChecking,,3/23/16,,USAA.COM PAY INT P&amp;C        ***********8232,Insurance,-280.35,
USAACredit,,3/23/16,,AUTOMATIC PAYMENT - THANK YOU,Credit Card Payments,582.19,
BusinessSparkVisa,,3/24/16,,OFFICE DEPOT #576,Office Supplies,-8.45,
Cash,,3/24/16,,Korean Seamstress at Univ. Mall,Clothing/Shoes,-34,
Cash,,3/24/16,,Fairmont Parking - Women in Agile Meetup,Parking,-15,
Costco,,3/24/16,,ONLINE PAYMENT - THANK YOU,Credit Card Payments,212.83,
PersonalChecking,,3/24/16,,USAA CREDIT CARD PAYMENT    ***********4470,Credit Card Payments,-582.19,
BusinessChecking,,3/25/16,,Debit Card Purchase GOOGLE *Domains            g.co/payhelp#  CA,Online Services,-5,
BusinessChecking,,3/25/16,,Debit Card Purchase EZPASS VIRGINI00200022     CLIFTON FORGE  VA,Other Transportation,-50,
Costco,,3/25/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-19.19,
PersonalChecking,,3/25/16,,AMEX EPAYMENT    ACH PMT    ***********7176,Credit Card Payments,-212.83,
JointChecking,,3/28/16,,INTEREST PAID,Interest,0.25,
ChasePersonalCredit,,3/29/16,,SAFEWAY STORExxxx0022,Groceries,-68.47,
ChasePersonalCredit,,3/29/16,,SAFEWAY STORExxxx0022,Groceries,-18.66,
ChasePersonalCredit,,3/29/16,,SAFEWAY STORExxxx0022,Groceries,-89.89,
JointChecking,,3/29/16,,CHECK # 0xxxxx1375,Cleaner,-150,
Costco,,3/30/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-20.71,
USAACredit,,3/30/16,,POOL PROS  INC.          CHANTILLY    VA,Pool,-137.27,
USAACredit,,3/30/16,,POOL PROS  INC.          CHANTILLY    VA,Pool,-762.25,
BusinessChecking,,3/31/16,,Recur Debit Card Purchase FACEBOOK LUG589JJX2        6    CA,Marketing Advertising,-25.13,
ChasePersonalCredit,,3/31/16,,ASP OF NORTHERN VIRGINIA,Pool,-125,
BusinessChecking,,4/1/16,,Recur Debit Card Purchase FACEBOOK 45HWR96JX2        6    CA,Marketing Advertising,-4.28,
PersonalChecking,,4/1/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,3399.8,
PersonalChecking,,4/1/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,3399.8,
ChasePersonalCredit,,4/4/16,,SAFEWAY STORExxxx0022,Groceries,-68.43,
ChasePersonalCredit,,4/4/16,,USPS xxxxxxxxxxxxx4066,Postage and Shipping,-10.28,
ChasePersonalCredit,,4/4/16,,SPICE 6,Restaurants/Dining,-22.87,
Costco,,4/4/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-19.74,
Costco,,4/4/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-127.35,
Costco,,4/4/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-60.41,
PersonalChecking,,4/4/16,,CHECK # 0xxxxx1005,Furniture,-1295,
ChasePersonalCredit,,4/6/16,,M C INTERIORS AND FABRICS,Furniture,-628.22,
USAACredit,,4/6/16,,APL* ITUNES.COM/BILL     xxx-xxx-7753 CA,Online Services,-0.99,
ChasePersonalCredit,,4/7/16,,HOME WARRANTY,Home Maintenance,-62.66,
JointChecking,,4/7/16,,CHECK # 0xxxxx1373~~x0809~~~~x7305~~3~~~~0057,Taxes,-142.19,
PersonalChecking,,4/7/16,Speeding ticket Gaithersburg,CHECK # 0xxxxx1006,Automotive Expenses,-40,
Costco,,4/9/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-23.31,
Costco,,4/11/16,,COSTCO WHOLESALE    FAIRFAX xxxxxxxxx   xxxxxx1223,Groceries,-59.37,
ChasePersonalCredit,,4/12/16,Santeon reimburse OFFICE DEPOT #576 ag2016,OFFICE DEPOT #576,Office Supplies,-17.07,
ChasePersonalCredit,,4/13/16,Santeon PAYPAL *AGILE N.E. mob programming,PAYPAL *AGILE N.E.,Conference,-60,
JointChecking,,4/13/16,,USAA FUNDS TRANSFER CR~~x3045~~~~x6508~~0~~~~0303,Transfers,428.88,
JointChecking,,4/13/16,,NOVEC            ONLINE PMT ***********3POS~~x8888~~~~x1371~~0~~~~0065,Utilities,-428.88,
PersonalChecking,,4/13/16,,USAA FUNDS TRANSFER DB,Transfers,-428.88,
ChasePersonalCredit,,4/14/16,,Payment Thank You - Web,Credit Card Payments,3919.51,
ChasePersonalCredit,,4/14/16,,BEAN KINNEY &amp; KORMAN  P.C,Divorce,-2500,
USAACredit,,4/14/16,,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,Books related to work,-5,
ChasePersonalCredit,,4/15/16,,AMAZON MKTPLACE PMTS,Books related to work,-8.13,
ChasePersonalCredit,,4/15/16,,SAFEWAY STORExxxx4316,Groceries,-27.91,
ChasePersonalCredit,,4/15/16,,SAFEWAY STORExxxx4316,Groceries,-32.2,
ChasePersonalCredit,,4/15/16,,AT&amp;T*BILL PAYMENT,Telephone Services,-45.92,
PersonalChecking,,4/15/16,,CHASE            EPAY       ***********9799,Credit Card Payments,-3919.51,
PersonalChecking,,4/15/16,,SANTEON INC      PAYROLL    ***********IOU2,Paychecks/Salary,3399.78,
USAACredit,,4/15/16,,AMAZON MKTPLACE PMTS     AMZN.COM/BILLWA,Books related to work,-4.48,
Costco,,4/16/16,,COSTCO GAS          FAIRFAX xxxxxxxxx   xxxxxx9999,Gasoline/Fuel,-21.96,
ChasePersonalCredit,,4/17/16,,BURKE CENTER EXXON,Automotive Expenses,-92.3,
ChasePersonalCredit,,4/17/16,,Amazon.com,Books related to work,-20.49,
ChasePersonalCredit,,4/17/16,,PETSMART INC 441,Pets/Pet Care,-57,
ChasePersonalCredit,,4/18/16,,CLIFTON-CENTR ANIMAL CLIN,Pets/Pet Care,-109,
PersonalChecking,,4/18/16,,INTEREST PAID,Interest,0.18,
PersonalChecking,,4/18/16,,VANGUARD BUY     INVESTMENT ***********1925,Retirement Contributions,-662.11,
ChasePersonalCredit,,4/19/16,,THE HOME DEPOT 4601,Lawn,-42.67,
ChasePersonalCredit,,4/19/16,,THE HOME DEPOT 4601,Lawn,-104.92,
ChasePersonalCredit,,4/19/16,,BROCK AND CO - 314,Restaurants/Dining,-4.24,
PersonalChecking,,4/20/16,,CHECK # 0xxxxx5007,Lawn,-480,
